Company,Product_Code,Product_Name,Category,Type,Voltage_Rating,Conductor_Material,Conductor_Size_sqmm,No_of_Cores,Conductor_Class,Insulation_Type,Insulation_Thickness_mm,Armour_Type,Outer_Diameter_mm,Approx_Weight_kg_per_km,Standard,Max_Conductor_Temp_C,Current_Rating_Amps,Price_Per_Meter_INR,Price_Per_90m_INR,Price_Per_100m_INR,Price_Per_180m_INR,Test_Certificate_Cost_INR,Routine_Test_Cost_INR,Type_Test_Cost_INR,HSN_Code,Warranty_Years,Product_URL,Extracted_Date
Finolex,FIN-HOU-4-1C,Finolex PVC House Wire 4 Sq mm 1 Core PVC,Housing Wire,Wire,1100V,Annealed Copper,4.0,1,Class 1,PVC,0.82,Unarmoured,3.0,42,IS 694,70,72,28.04,2523.15,2803.5,5046.3,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-HOU-6-1C,Finolex PVC House Wire 6 Sq mm 1 Core PVC,Housing Wire,Wire,1100V,Annealed Copper,6.0,1,Class 1,PVC,0.98,Unarmoured,3.67,64,IS 694,70,108,42.05,3784.73,4205.25,7569.45,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-0.75-2C,Finolex Multi-core Wire 0.75 Sq mm 2 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,0.75,2,Class 1,PVC,0.56,Unarmoured,2.6,16,IS 694,70,10,10.51,946.18,1051.31,1892.36,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-0.75-3C,Finolex Multi-core Wire 0.75 Sq mm 3 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,0.75,3,Class 1,PVC,0.56,Unarmoured,3.9,24,IS 694,70,9,15.77,1419.27,1576.97,2838.54,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-0.75-4C,Finolex Multi-core Wire 0.75 Sq mm 4 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,0.75,4,Class 1,PVC,0.56,Unarmoured,5.2,32,IS 694,70,8,21.03,1892.36,2102.63,3784.73,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-1-2C,Finolex Multi-core Wire 1 Sq mm 2 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,1.0,2,Class 1,PVC,0.58,Unarmoured,3.0,21,IS 694,70,14,14.02,1261.58,1401.75,2523.15,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-1-3C,Finolex Multi-core Wire 1 Sq mm 3 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,1.0,3,Class 1,PVC,0.58,Unarmoured,4.5,32,IS 694,70,12,21.03,1892.36,2102.63,3784.73,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-1-4C,Finolex Multi-core Wire 1 Sq mm 4 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,1.0,4,Class 1,PVC,0.58,Unarmoured,6.0,42,IS 694,70,11,28.04,2523.15,2803.5,5046.3,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-1.5-2C,Finolex Multi-core Wire 1.5 Sq mm 2 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,1.5,2,Class 1,PVC,0.62,Unarmoured,3.67,32,IS 694,70,21,21.03,1892.36,2102.63,3784.73,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-1.5-3C,Finolex Multi-core Wire 1.5 Sq mm 3 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,1.5,3,Class 1,PVC,0.62,Unarmoured,5.51,48,IS 694,70,19,31.54,2838.54,3153.94,5677.09,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-1.5-4C,Finolex Multi-core Wire 1.5 Sq mm 4 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,1.5,4,Class 1,PVC,0.62,Unarmoured,7.35,64,IS 694,70,17,42.05,3784.73,4205.25,7569.45,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-2.5-2C,Finolex Multi-core Wire 2.5 Sq mm 2 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,2.5,2,Class 1,PVC,0.7,Unarmoured,4.74,53,IS 694,70,36,35.04,3153.94,3504.38,6307.88,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-2.5-3C,Finolex Multi-core Wire 2.5 Sq mm 3 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,2.5,3,Class 1,PVC,0.7,Unarmoured,7.12,80,IS 694,70,32,52.57,4730.91,5256.56,9461.81,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-2.5-4C,Finolex Multi-core Wire 2.5 Sq mm 4 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,2.5,4,Class 1,PVC,0.7,Unarmoured,9.49,106,IS 694,70,29,70.09,6307.88,7008.75,12615.75,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-4-2C,Finolex Multi-core Wire 4 Sq mm 2 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,4.0,2,Class 1,PVC,0.82,Unarmoured,6.0,85,IS 694,70,58,56.07,5046.3,5607.0,10092.6,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-4-3C,Finolex Multi-core Wire 4 Sq mm 3 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,4.0,3,Class 1,PVC,0.82,Unarmoured,9.0,128,IS 694,70,51,84.11,7569.45,8410.5,15138.9,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
Finolex,FIN-MUL-4-4C,Finolex Multi-core Wire 4 Sq mm 4 Core PVC,Multi-core Wire,Wire,1100V,Annealed Copper,4.0,4,Class 1,PVC,0.82,Unarmoured,12.0,170,IS 694,70,47,112.14,10092.6,11214.0,20185.2,300,300,5000,85444200,15,https://www.finolex.com/ProductPage/Cat/Wires-and-cables,2025-12-07
